team_Rk,School,team_G,team_W,team_L,team_W-L%,team_SRS,team_SOS,team_,team_W,team_L,team_,team_W,team_L,team_,team_W,team_L,team_,team_Tm.,team_Opp.,team_,team_MP,team_FG,team_FGA,team_FG%,team_3P,team_3PA,team_3P%,team_FT,team_FTA,team_FT%,team_ORB,team_TRB,team_AST,team_STL,team_BLK,team_TOV,team_PF,opp_Rk,opp_G,opp_W,opp_L,opp_W-L%,opp_SRS,opp_SOS,opp_,opp_W,opp_L,opp_,opp_W,opp_L,opp_,opp_W,opp_L,opp_,opp_Tm.,opp_Opp.,opp_,opp_MP,opp_FG,opp_FGA,opp_FG%,opp_3P,opp_3PA,opp_3P%,opp_FT,opp_FTA,opp_FT%,opp_ORB,opp_TRB,opp_AST,opp_STL,opp_BLK,opp_TOV,opp_PF,adv_team_Rk,adv_team_G,adv_team_W,adv_team_L,adv_team_W-L%,adv_team_SRS,adv_team_SOS,adv_team_,adv_team_W,adv_team_L,adv_team_,adv_team_W,adv_team_L,adv_team_,adv_team_W,adv_team_L,adv_team_,adv_team_Tm.,adv_team_Opp.,adv_team_,adv_team_Pace,adv_team_ORtg,adv_team_FTr,adv_team_3PAr,adv_team_TS%,adv_team_TRB%,adv_team_AST%,adv_team_STL%,adv_team_BLK%,adv_team_eFG%,adv_team_TOV%,adv_team_ORB%,adv_team_FT/FGA,adv_opp_Rk,adv_opp_G,adv_opp_W,adv_opp_L,adv_opp_W-L%,adv_opp_SRS,adv_opp_SOS,adv_opp_,adv_opp_W,adv_opp_L,adv_opp_,adv_opp_W,adv_opp_L,adv_opp_,adv_opp_W,adv_opp_L,adv_opp_,adv_opp_Tm.,adv_opp_Opp.,adv_opp_,adv_opp_Pace,adv_opp_ORtg,adv_opp_FTr,adv_opp_3PAr,adv_opp_TS%,adv_opp_TRB%,adv_opp_AST%,adv_opp_STL%,adv_opp_BLK%,adv_opp_eFG%,adv_opp_TOV%,adv_opp_ORB%,adv_opp_FT/FGA
314,Towson,33,22,11,.667,-1.69,-3.34,,16,2,,12,1,,9,5,,2309,2201,,1335,836,1988,.421,253,750,.337,384,563,.682,433,1213,351,213,110,309,528,314,33,22,11,.667,-1.69,-3.34,,16,2,,12,1,,9,5,,2309,2201,,1335,790,1806,.437,234,695,.337,387,552,.701,302,1094,368,175,99,380,488,314,33,22,11,.667,-1.69,-3.34,,16,2,,12,1,,9,5,,2309,2201,,64.1,108.0,.283,.377,.512,52.6,42.0,10.0,9.9,.484,12.0,35.3,.193,314,33,22,11,.667,-1.69,-3.34,,16,2,,12,1,,9,5,,2309,2201,,64.1,102.9,.306,.385,.532,47.4,46.6,8.2,8.0,.502,15.5,27.9,.214
315,Troy,33,23,10,.697,3.61,-2.85,,13,5,,11,4,,9,6,,2438,2159,,1320,829,1891,.438,253,846,.299,527,732,.720,460,1273,459,311,156,447,550,315,33,23,10,.697,3.61,-2.85,,13,5,,11,4,,9,6,,2438,2159,,1320,763,1891,.403,228,708,.322,405,567,.714,385,1089,384,253,102,452,582,315,33,23,10,.697,3.61,-2.85,,13,5,,11,4,,9,6,,2438,2159,,67.5,109.5,.387,.447,.545,53.9,55.4,14.0,13.2,.505,16.6,39.5,.279,315,33,23,10,.697,3.61,-2.85,,13,5,,11,4,,9,6,,2438,2159,,67.5,97.0,.300,.374,.500,46.1,50.3,11.4,9.8,.464,17.3,32.1,.214
316,Tulane,33,19,14,.576,2.02,-0.95,,12,6,,14,3,,4,7,,2473,2304,,1325,855,1880,.455,254,744,.341,509,670,.760,306,1150,490,239,150,355,565,316,33,19,14,.576,2.02,-0.95,,12,6,,14,3,,4,7,,2473,2304,,1325,789,1948,.405,261,833,.313,465,631,.737,384,1184,469,199,120,392,543,316,33,19,14,.576,2.02,-0.95,,12,6,,14,3,,4,7,,2473,2304,,68.0,109.8,.356,.396,.562,49.3,57.3,10.6,13.5,.522,13.9,27.7,.271,316,33,19,14,.576,2.02,-0.95,,12,6,,14,3,,4,7,,2473,2304,,68.0,102.3,.324,.428,.513,50.7,59.4,8.8,10.6,.472,14.9,31.3,.239
317,Tulsa,33,13,20,.394,-5.69,-1.66,,6,12,,8,9,,3,8,,2352,2430,,1340,829,1910,.434,262,813,.322,430,645,.667,321,1178,450,202,90,377,514,317,33,13,20,.394,-5.69,-1.66,,6,12,,8,9,,3,8,,2352,2430,,1340,876,1988,.441,228,681,.335,450,643,.700,366,1220,411,233,118,331,540,317,33,13,20,.394,-5.69,-1.66,,6,12,,8,9,,3,8,,2352,2430,,67.6,103.8,.338,.426,.531,49.1,54.3,8.9,6.9,.503,14.5,27.3,.225,317,33,13,20,.394,-5.69,-1.66,,6,12,,8,9,,3,8,,2352,2430,,67.6,107.3,.323,.343,.530,50.9,46.9,10.3,10.8,.498,12.6,29.9,.226
318,UAB,34,22,12,.647,4.41,-0.71,,13,5,,14,4,,5,5,,2806,2592,,1365,1027,2228,.461,224,661,.339,528,694,.761,500,1352,549,229,146,339,527,318,34,22,12,.647,4.41,-0.71,,13,5,,14,4,,5,5,,2806,2592,,1365,947,2100,.451,252,717,.351,444,613,.724,377,1162,462,201,125,379,550,318,34,22,12,.647,4.41,-0.71,,13,5,,14,4,,5,5,,2806,2592,,70.2,117.2,.311,.297,.549,53.8,53.5,9.6,10.6,.511,11.7,38.9,.237,318,34,22,12,.647,4.41,-0.71,,13,5,,14,4,,5,5,,2806,2592,,70.2,108.2,.292,.341,.542,46.2,48.8,8.4,8.0,.511,13.7,30.7,.211
319,UC Davis,32,15,17,.469,-5.91,-1.01,,9,11,,8,6,,7,10,,2175,2249,,1285,737,1784,.413,203,625,.325,498,670,.743,326,1057,354,252,115,424,577,319,32,15,17,.469,-5.91,-1.01,,9,11,,8,6,,7,10,,2175,2249,,1285,758,1766,.429,230,659,.349,503,668,.753,356,1159,416,215,77,482,602,319,32,15,17,.469,-5.91,-1.01,,9,11,,8,6,,7,10,,2175,2249,,68.6,98.6,.376,.350,.517,47.7,48.0,11.4,10.4,.470,16.8,28.9,.279,319,32,15,17,.469,-5.91,-1.01,,9,11,,8,6,,7,10,,2175,2249,,68.6,102.0,.378,.373,.540,52.3,54.9,9.8,6.6,.494,18.8,32.8,.285
320,UC Irvine,34,28,6,.824,8.06,-1.00,,17,3,,10,2,,14,3,,2580,2251,,1375,883,1940,.455,237,674,.352,577,716,.806,317,1297,540,231,118,434,524,320,34,28,6,.824,8.06,-1.00,,17,3,,10,2,,14,3,,2580,2251,,1375,827,2089,.396,268,791,.339,329,455,.723,345,1145,461,217,91,437,632,320,34,28,6,.824,8.06,-1.00,,17,3,,10,2,,14,3,,2580,2251,,69.7,107.6,.369,.347,.566,53.1,61.2,9.6,9.1,.516,16.0,28.4,.297,320,34,28,6,.824,8.06,-1.00,,17,3,,10,2,,14,3,,2580,2251,,69.7,93.9,.218,.379,.488,46.9,55.7,9.1,7.2,.460,15.9,26.0,.157
321,UC Riverside,33,21,12,.636,-0.26,0.38,,14,6,,14,1,,7,10,,2480,2449,,1340,878,2056,.427,297,880,.338,427,566,.754,412,1236,430,181,81,366,602,321,33,21,12,.636,-0.26,0.38,,14,6,,14,1,,7,10,,2480,2449,,1340,860,1936,.444,255,746,.342,474,630,.752,325,1148,449,174,100,370,540,321,33,21,12,.636,-0.26,0.38,,14,6,,14,1,,7,10,,2480,2449,,68.0,108.8,.275,.428,.533,51.8,49.0,7.9,6.8,.499,13.6,33.4,.208,321,33,21,12,.636,-0.26,0.38,,14,6,,14,1,,7,10,,2480,2449,,68.0,107.4,.325,.385,.548,48.2,52.2,7.6,8.5,.510,14.2,28.3,.245
322,UC San Diego,34,30,4,.882,13.02,-2.07,,18,2,,13,2,,12,2,,2712,2095,,1360,930,1996,.466,368,1005,.366,484,649,.746,309,1153,542,338,74,297,556,322,34,30,4,.882,13.02,-2.07,,18,2,,13,2,,12,2,,2712,2095,,1360,719,1816,.396,264,802,.329,393,524,.750,315,1161,379,156,96,543,546,322,34,30,4,.882,13.02,-2.07,,18,2,,13,2,,12,2,,2712,2095,,67.4,118.3,.325,.504,.588,49.8,58.3,14.7,7.3,.558,11.4,26.8,.242,322,34,30,4,.882,13.02,-2.07,,18,2,,13,2,,12,2,,2712,2095,,67.4,91.4,.289,.442,.507,50.2,52.7,6.8,9.7,.469,20.8,27.2,.216
323,UC Santa Barbara,34,21,13,.618,0.77,-3.01,,11,9,,12,5,,7,7,,2527,2340,,1360,875,1891,.463,340,893,.381,437,572,.764,303,1153,508,205,106,416,570,323,34,21,13,.618,0.77,-3.01,,11,9,,12,5,,7,7,,2527,2340,,1360,826,1934,.427,222,714,.311,466,602,.774,333,1124,382,204,68,389,587,323,34,21,13,.618,0.77,-3.01,,11,9,,12,5,,7,7,,2527,2340,,66.9,111.0,.302,.472,.584,50.6,58.1,9.0,8.7,.553,16.1,27.7,.231,323,34,21,13,.618,0.77,-3.01,,11,9,,12,5,,7,7,,2527,2340,,66.9,102.8,.311,.369,.527,49.4,46.2,9.0,6.8,.484,14.9,28.1,.241
324,UCF,33,17,16,.515,10.69,11.51,,7,13,,13,5,,2,8,,2617,2644,,1340,875,2062,.424,286,851,.336,581,748,.777,407,1214,464,258,148,418,568,324,33,17,16,.515,10.69,11.51,,7,13,,13,5,,2,8,,2617,2644,,1340,953,2117,.450,259,784,.330,479,653,.734,424,1274,510,244,126,442,625,324,33,17,16,.515,10.69,11.51,,7,13,,13,5,,2,8,,2617,2644,,72.7,107.4,.363,.413,.541,48.8,53.0,10.6,11.1,.494,14.7,32.4,.282,324,33,17,16,.515,10.69,11.51,,7,13,,13,5,,2,8,,2617,2644,,72.7,108.5,.308,.370,.545,51.2,53.5,10.0,10.4,.511,15.4,34.4,.226
325,UCLA,32,22,10,.688,19.22,10.19,,13,7,,15,2,,5,5,,2392,2103,,1280,864,1853,.466,235,668,.352,429,610,.703,347,1045,523,259,96,339,556,325,32,22,10,.688,19.22,10.19,,13,7,,15,2,,5,5,,2392,2103,,1280,714,1656,.431,246,742,.332,429,573,.749,288,998,413,181,83,485,566,325,32,22,10,.688,19.22,10.19,,13,7,,15,2,,5,5,,2392,2103,,66.6,112.3,.329,.360,.558,51.2,60.5,12.2,10.5,.530,13.7,32.8,.232,325,32,22,10,.688,19.22,10.19,,13,7,,15,2,,5,5,,2392,2103,,66.6,98.7,.346,.448,.545,48.8,57.8,8.5,7.0,.505,20.1,29.2,.259
326,UNC Asheville,32,21,11,.656,-5.11,-4.47,,11,5,,13,1,,6,9,,2630,2450,,1295,942,1993,.473,255,732,.348,491,686,.716,362,1125,449,240,134,334,619,326,32,21,11,.656,-5.11,-4.47,,11,5,,13,1,,6,9,,2630,2450,,1295,840,1864,.451,246,720,.342,524,758,.691,371,1165,410,178,63,438,576,326,32,21,11,.656,-5.11,-4.47,,11,5,,13,1,,6,9,,2630,2450,,70.8,114.8,.344,.367,.567,49.1,47.7,10.5,11.7,.537,12.6,31.3,.246,326,32,21,11,.656,-5.11,-4.47,,11,5,,13,1,,6,9,,2630,2450,,70.8,106.9,.407,.386,.551,50.9,48.8,7.8,5.0,.517,16.5,32.7,.281
327,UNC Greensboro,32,20,12,.625,-0.88,-4.02,,13,5,,11,3,,8,6,,2332,2092,,1280,818,1850,.442,294,790,.372,402,547,.735,350,1174,416,192,91,316,519,327,32,20,12,.625,-0.88,-4.02,,13,5,,11,3,,8,6,,2332,2092,,1280,717,1794,.400,225,748,.301,433,604,.717,336,1086,328,182,77,350,503,327,32,20,12,.625,-0.88,-4.02,,13,5,,11,3,,8,6,,2332,2092,,65.2,111.8,.296,.427,.553,51.9,50.9,9.2,8.7,.522,13.0,31.8,.217,327,32,20,12,.625,-0.88,-4.02,,13,5,,11,3,,8,6,,2332,2092,,65.2,100.3,.337,.417,.503,48.1,45.7,8.7,7.3,.462,14.4,29.0,.241
328,UNC Wilmington,34,27,7,.794,2.31,-4.50,,14,4,,15,3,,9,4,,2699,2377,,1375,945,2004,.472,248,732,.339,561,750,.748,425,1316,518,222,119,372,565,328,34,27,7,.794,2.31,-4.50,,14,4,,15,3,,9,4,,2699,2377,,1375,848,1976,.429,279,833,.335,402,588,.684,337,1069,403,207,117,397,628,328,34,27,7,.794,2.31,-4.50,,14,4,,15,3,,9,4,,2699,2377,,67.2,116.8,.374,.365,.572,55.2,54.8,9.6,10.4,.533,13.6,36.7,.280,328,34,27,7,.794,2.31,-4.50,,14,4,,15,3,,9,4,,2699,2377,,67.2,102.8,.298,.422,.527,44.8,47.5,9.0,9.2,.500,15.0,27.4,.203
329,UT Arlington,31,13,18,.419,-5.24,-2.51,,6,10,,9,4,,3,11,,2302,2320,,1255,799,1793,.446,269,759,.354,435,658,.661,361,1132,436,184,99,418,558,329,31,13,18,.419,-5.24,-2.51,,6,10,,9,4,,3,11,,2302,2320,,1255,812,1880,.432,230,643,.358,466,635,.734,366,1097,456,244,105,360,573,329,31,13,18,.419,-5.24,-2.51,,6,10,,9,4,,3,11,,2302,2320,,69.1,106.1,.367,.423,.547,50.8,54.6,8.5,8.0,.521,16.6,33.1,.243,329,31,13,18,.419,-5.24,-2.51,,6,10,,9,4,,3,11,,2302,2320,,69.1,107.0,.338,.342,.532,49.2,56.2,11.2,10.2,.493,14.2,32.2,.248
334,UTEP,33,18,15,.545,-0.30,0.67,,7,11,,11,5,,4,8,,2392,2335,,1325,825,1879,.439,241,686,.351,501,701,.715,295,1029,434,337,99,391,596,334,33,18,15,.545,-0.30,0.67,,7,11,,11,5,,4,8,,2392,2335,,1325,799,1787,.447,234,716,.327,503,702,.717,354,1210,459,215,113,529,556,334,33,18,15,.545,-0.30,0.67,,7,11,,11,5,,4,8,,2392,2335,,69.5,103.9,.373,.365,.541,46.0,52.6,14.6,9.2,.503,15.0,25.6,.267,334,33,18,15,.545,-0.30,0.67,,7,11,,11,5,,4,8,,2392,2335,,69.5,101.4,.393,.401,.551,54.0,57.4,9.3,9.5,.513,20.0,32.5,.281
335,UTSA,31,12,19,.387,-2.33,0.74,,6,12,,7,7,,4,11,,2378,2382,,1250,816,1929,.423,308,853,.361,438,553,.792,332,1003,393,294,107,339,564,335,31,12,19,.387,-2.33,0.74,,6,12,,7,7,,4,11,,2378,2382,,1250,804,1738,.463,238,667,.357,536,733,.731,357,1178,464,216,130,470,455,335,31,12,19,.387,-2.33,0.74,,6,12,,7,7,,4,11,,2378,2382,,70.4,108.1,.287,.442,.543,46.0,48.2,13.4,10.0,.503,13.4,28.8,.227,335,31,12,19,.387,-2.33,0.74,,6,12,,7,7,,4,11,,2378,2382,,70.4,108.3,.422,.384,.571,54.0,57.7,9.8,12.1,.531,18.4,34.7,.308
330,Utah,32,16,16,.500,11.94,8.84,,8,12,,15,4,,1,9,,2409,2310,,1285,845,1896,.446,271,831,.326,448,701,.639,409,1275,561,204,117,401,592,330,32,16,16,.500,11.94,8.84,,8,12,,15,4,,1,9,,2409,2310,,1285,802,1912,.419,258,764,.338,448,638,.702,343,1105,417,234,142,349,578,330,32,16,16,.500,11.94,8.84,,8,12,,15,4,,1,9,,2409,2310,,69.1,108.5,.370,.438,.540,53.6,66.4,9.2,10.2,.517,15.2,34.9,.236,330,32,16,16,.500,11.94,8.84,,8,12,,15,4,,1,9,,2409,2310,,69.1,104.0,.334,.400,.521,46.4,52.0,10.5,13.3,.487,13.6,28.4,.234
331,Utah State,33,26,7,.788,14.46,5.21,,15,5,,15,2,,7,4,,2669,2309,,1320,935,1910,.490,296,811,.365,503,716,.703,379,1142,574,285,92,353,606,331,33,26,7,.788,14.46,5.21,,15,5,,15,2,,7,4,,2669,2309,,1320,792,1802,.440,267,788,.339,458,638,.718,335,1042,467,216,103,460,603,331,33,26,7,.788,14.46,5.21,,15,5,,15,2,,7,4,,2669,2309,,67.5,119.8,.375,.425,.593,52.3,61.4,12.8,9.1,.567,13.6,34.9,.263,331,33,26,7,.788,14.46,5.21,,15,5,,15,2,,7,4,,2669,2309,,67.5,103.7,.354,.437,.548,47.7,59.0,9.7,9.4,.514,17.9,30.5,.254
332,Utah Tech,33,7,26,.212,-9.89,-1.25,,2,14,,5,8,,0,16,,2305,2508,,1325,810,1908,.425,246,738,.333,439,632,.695,332,1090,418,213,106,417,634,332,33,7,26,.212,-9.89,-1.25,,2,14,,5,8,,0,16,,2305,2508,,1325,885,1886,.469,199,593,.336,539,758,.711,347,1201,442,252,128,397,568,332,33,7,26,.212,-9.89,-1.25,,2,14,,5,8,,0,16,,2305,2508,,69.3,100.5,.331,.387,.522,47.6,51.6,9.3,8.2,.489,15.9,28.0,.230,332,33,7,26,.212,-9.89,-1.25,,2,14,,5,8,,0,16,,2305,2508,,69.3,109.3,.402,.314,.558,52.4,49.9,11.0,10.9,.522,15.0,31.4,.286
333,Utah Valley,33,25,8,.758,2.30,-3.38,,15,1,,12,0,,10,6,,2514,2243,,1330,888,1890,.470,201,591,.340,537,779,.689,359,1259,520,217,190,402,540,333,33,25,8,.758,2.30,-3.38,,15,1,,12,0,,10,6,,2514,2243,,1330,802,1941,.413,212,631,.336,427,602,.709,320,1092,394,225,124,394,647,333,33,25,8,.758,2.30,-3.38,,15,1,,12,0,,10,6,,2514,2243,,69.2,109.2,.412,.313,.556,53.6,58.6,9.4,14.5,.523,15.1,31.7,.284,333,33,25,8,.758,2.30,-3.38,,15,1,,12,0,,10,6,,2514,2243,,69.2,97.4,.310,.325,.504,46.4,49.1,9.8,9.5,.468,15.0,26.2,.220
342,VMI,34,15,19,.441,-11.12,-4.76,,7,11,,7,7,,5,10,,2492,2487,,1365,833,1954,.426,303,932,.325,523,687,.761,339,1180,427,269,89,408,549,342,34,15,19,.441,-11.12,-4.76,,7,11,,7,7,,5,10,,2492,2487,,1365,895,2017,.444,315,928,.339,382,584,.654,373,1232,568,239,105,427,589,342,34,15,19,.441,-11.12,-4.76,,7,11,,7,7,,5,10,,2492,2487,,68.8,106.1,.352,.477,.546,48.9,51.3,11.5,8.2,.504,15.2,28.3,.268,342,34,15,19,.441,-11.12,-4.76,,7,11,,7,7,,5,10,,2492,2487,,68.8,105.9,.290,.460,.542,51.1,63.5,10.2,10.3,.522,15.7,30.7,.189
336,Valparaiso,34,15,19,.441,-2.86,-0.08,,6,14,,10,7,,3,10,,2539,2513,,1375,873,2044,.427,263,783,.336,530,671,.790,340,1172,409,199,127,331,557,336,34,15,19,.441,-2.86,-0.08,,6,14,,10,7,,3,10,,2539,2513,,1375,901,1951,.462,246,712,.346,465,659,.706,309,1209,462,205,113,402,587,336,34,15,19,.441,-2.86,-0.08,,6,14,,10,7,,3,10,,2539,2513,,68.5,107.8,.328,.383,.537,49.2,46.8,8.4,10.3,.491,12.3,27.4,.259,336,34,15,19,.441,-2.86,-0.08,,6,14,,10,7,,3,10,,2539,2513,,68.5,106.7,.338,.365,.555,50.8,51.3,8.7,9.0,.525,15.1,27.1,.238
337,Vanderbilt,32,20,12,.625,15.02,10.18,,8,10,,14,3,,3,7,,2548,2393,,1285,893,1979,.451,259,796,.325,503,673,.747,374,1117,447,289,127,332,575,337,32,20,12,.625,15.02,10.18,,8,10,,14,3,,3,7,,2548,2393,,1285,822,1786,.460,247,669,.369,502,697,.720,314,1103,389,184,135,450,562,337,32,20,12,.625,15.02,10.18,,8,10,,14,3,,3,7,,2548,2393,,70.2,113.0,.340,.402,.554,50.3,50.1,12.8,11.4,.517,12.6,32.2,.254,337,32,20,12,.625,15.02,10.18,,8,10,,14,3,,3,7,,2548,2393,,70.2,106.1,.390,.375,.565,49.7,47.3,8.2,11.4,.529,17.5,29.7,.281
338,Vermont,33,21,12,.636,-7.79,-7.34,,13,3,,13,3,,7,8,,2199,2106,,1320,776,1789,.434,256,775,.330,391,543,.720,291,1125,398,184,147,371,452,338,33,21,12,.636,-7.79,-7.34,,13,3,,13,3,,7,8,,2199,2106,,1320,765,1834,.417,224,705,.318,352,492,.715,294,1090,342,208,113,353,501,338,33,21,12,.636,-7.79,-7.34,,13,3,,13,3,,7,8,,2199,2106,,64.4,103.4,.304,.433,.537,50.8,51.3,8.7,13.0,.505,15.3,26.8,.219,338,33,21,12,.636,-7.79,-7.34,,13,3,,13,3,,7,8,,2199,2106,,64.4,99.0,.268,.384,.509,49.2,44.7,9.8,11.1,.478,14.6,26.1,.192
339,Villanova,33,19,14,.576,13.33,7.45,,11,9,,14,3,,3,8,,2421,2227,,1320,842,1823,.462,316,794,.398,421,526,.800,307,1114,413,187,76,328,510,339,33,19,14,.576,13.33,7.45,,11,9,,14,3,,3,8,,2421,2227,,1320,780,1808,.431,288,829,.347,379,545,.695,304,1015,475,171,88,335,505,339,33,19,14,.576,13.33,7.45,,11,9,,14,3,,3,8,,2421,2227,,63.5,115.5,.289,.436,.584,52.3,49.0,8.9,7.8,.549,13.7,30.2,.231,339,33,19,14,.576,13.33,7.45,,11,9,,14,3,,3,8,,2421,2227,,63.5,106.3,.301,.459,.539,47.7,60.9,8.2,8.6,.511,13.9,27.4,.210
340,Virginia,32,15,17,.469,6.11,8.11,,8,12,,10,7,,4,7,,2073,2137,,1280,739,1656,.446,266,709,.375,329,437,.753,216,937,470,176,120,323,489,340,32,15,17,.469,6.11,8.11,,8,12,,10,7,,4,7,,2073,2137,,1280,766,1732,.442,229,671,.341,376,498,.755,304,1054,383,188,89,309,439,340,32,15,17,.469,6.11,8.11,,8,12,,10,7,,4,7,,2073,2137,,61.6,105.1,.264,.428,.556,47.1,63.6,8.9,11.3,.527,14.8,22.4,.199,340,32,15,17,.469,6.11,8.11,,8,12,,10,7,,4,7,,2073,2137,,61.6,108.4,.288,.387,.543,52.9,50.0,9.5,9.4,.508,13.6,29.7,.217
341,Virginia Commonwealth,34,28,6,.824,15.17,1.35,,15,3,,15,1,,7,3,,2622,2121,,1365,903,2025,.446,322,964,.334,494,664,.744,451,1306,509,276,188,383,609,341,34,28,6,.824,15.17,1.35,,15,3,,15,1,,7,3,,2622,2121,,1365,720,1857,.388,197,649,.304,484,675,.717,368,1133,337,223,79,469,582,341,34,28,6,.824,15.17,1.35,,15,3,,15,1,,7,3,,2622,2121,,66.7,115.2,.328,.476,.560,53.5,56.4,12.1,15.6,.525,14.1,37.1,.244,341,34,28,6,.824,15.17,1.35,,15,3,,15,1,,7,3,,2622,2121,,66.7,93.2,.363,.349,.487,46.5,46.8,9.8,7.4,.441,17.7,30.1,.261
343,Virginia Tech,32,13,19,.406,2.99,6.99,,8,12,,8,9,,5,5,,2213,2341,,1295,785,1778,.442,252,719,.350,391,548,.714,325,1066,404,174,62,430,544,343,32,13,19,.406,2.99,6.99,,8,12,,8,9,,5,5,,2213,2341,,1295,829,1820,.455,244,749,.326,439,579,.758,306,1029,456,224,105,346,478,343,32,13,19,.406,2.99,6.99,,8,12,,8,9,,5,5,,2213,2341,,66.1,103.5,.308,.404,.543,50.9,51.5,8.1,5.8,.512,17.4,31.0,.220,343,32,13,19,.406,2.99,6.99,,8,12,,8,9,,5,5,,2213,2341,,66.1,109.4,.318,.412,.559,49.1,55.0,10.5,9.9,.523,14.2,29.2,.241
344,Wagner,30,14,16,.467,-15.47,-10.00,,6,10,,8,6,,6,10,,1874,1818,,1215,663,1635,.406,207,620,.334,341,483,.706,340,1046,378,212,47,353,512,344,30,14,16,.467,-15.47,-10.00,,6,10,,8,6,,6,10,,1874,1818,,1215,610,1444,.422,210,633,.332,388,538,.721,202,905,340,189,95,378,442,344,30,14,16,.467,-15.47,-10.00,,6,10,,8,6,,6,10,,1874,1818,,61.8,99.9,.295,.379,.503,53.6,57.0,11.3,5.8,.469,15.9,32.6,.209,344,30,14,16,.467,-15.47,-10.00,,6,10,,8,6,,6,10,,1874,1818,,61.8,96.9,.373,.438,.535,46.4,55.7,10.1,9.4,.495,18.2,22.2,.269
345,Wake Forest,32,21,11,.656,9.90,7.75,,13,7,,13,3,,6,6,,2246,2177,,1280,790,1782,.443,179,628,.285,487,644,.756,284,1061,362,230,126,362,527,345,32,21,11,.656,9.90,7.75,,13,7,,13,3,,6,6,,2246,2177,,1280,737,1835,.402,258,841,.307,445,578,.770,358,1134,423,201,86,427,577,345,32,21,11,.656,9.90,7.75,,13,7,,13,3,,6,6,,2246,2177,,67.9,103.4,.361,.352,.538,48.3,45.8,10.6,12.7,.494,14.8,26.8,.273,345,32,21,11,.656,9.90,7.75,,13,7,,13,3,,6,6,,2246,2177,,67.9,100.2,.315,.458,.516,51.7,57.4,9.3,7.5,.472,16.8,31.5,.243
346,Washington,31,13,18,.419,6.23,10.73,,4,16,,9,9,,2,9,,2219,2339,,1250,788,1771,.445,218,633,.344,425,623,.682,296,1011,399,200,120,373,569,346,31,13,18,.419,6.23,10.73,,4,16,,9,9,,2,9,,2219,2339,,1250,823,1757,.468,219,619,.354,474,632,.750,278,1056,387,204,133,367,533,346,31,13,18,.419,6.23,10.73,,4,16,,9,9,,2,9,,2219,2339,,68.6,103.4,.352,.357,.537,48.9,50.6,9.3,10.5,.506,15.3,27.6,.240,346,31,13,18,.419,6.23,10.73,,4,16,,9,9,,2,9,,2219,2339,,68.6,109.0,.360,.352,.568,51.1,47.0,9.5,11.7,.531,15.1,28.0,.270
347,Washington State,33,19,14,.576,4.88,4.43,,8,10,,10,4,,4,7,,2601,2586,,1325,939,1913,.491,290,794,.365,433,620,.698,329,1126,557,211,163,483,633,347,33,19,14,.576,4.88,4.43,,8,10,,10,4,,4,7,,2601,2586,,1325,919,2052,.448,267,797,.335,481,668,.720,400,1122,460,260,90,409,603,347,33,19,14,.576,4.88,4.43,,8,10,,10,4,,4,7,,2601,2586,,71.5,109.8,.324,.415,.589,50.1,59.3,8.9,13.0,.567,18.0,31.3,.226,347,33,19,14,.576,4.88,4.43,,8,10,,10,4,,4,7,,2601,2586,,71.5,109.1,.326,.388,.546,49.9,50.1,11.0,8.0,.513,14.7,33.4,.234
348,Weber State,34,12,22,.353,-9.30,-2.81,,5,13,,5,10,,4,11,,2443,2443,,1370,866,1903,.455,252,727,.347,459,653,.703,289,1140,389,221,82,373,606,348,34,12,22,.353,-9.30,-2.81,,5,13,,5,10,,4,11,,2443,2443,,1370,833,1910,.436,283,807,.351,494,683,.723,331,1174,457,199,107,382,578,348,34,12,22,.353,-9.30,-2.81,,5,13,,5,10,,4,11,,2443,2443,,66.9,106.6,.343,.382,.552,49.3,44.9,9.6,7.4,.521,14.4,25.5,.241,348,34,12,22,.353,-9.30,-2.81,,5,13,,5,10,,4,11,,2443,2443,,66.9,106.6,.358,.423,.547,50.7,54.9,8.7,9.1,.510,14.6,28.0,.259
349,West Georgia,31,6,25,.194,-15.08,-4.01,,4,14,,4,8,,2,15,,2140,2426,,1241,803,1848,.435,168,557,.302,366,528,.693,295,1016,418,216,92,351,493,349,31,6,25,.194,-15.08,-4.01,,4,14,,4,8,,2,15,,2140,2426,,1241,845,1771,.477,277,768,.361,459,644,.713,297,1126,486,214,94,363,475,349,31,6,25,.194,-15.08,-4.01,,4,14,,4,8,,2,15,,2140,2426,,69.3,99.6,.286,.301,.510,47.4,52.1,10.1,9.2,.480,14.3,26.2,.198,349,31,6,25,.194,-15.08,-4.01,,4,14,,4,8,,2,15,,2140,2426,,69.3,112.9,.364,.434,.584,52.6,57.5,10.0,7.3,.555,14.9,29.2,.259
