team_Rk,School,team_G,team_W,team_L,team_W-L%,team_SRS,team_SOS,team_,team_W,team_L,team_,team_W,team_L,team_,team_W,team_L,team_,team_Tm.,team_Opp.,team_,team_MP,team_FG,team_FGA,team_FG%,team_3P,team_3PA,team_3P%,team_FT,team_FTA,team_FT%,team_ORB,team_TRB,team_AST,team_STL,team_BLK,team_TOV,team_PF,opp_Rk,opp_G,opp_W,opp_L,opp_W-L%,opp_SRS,opp_SOS,opp_,opp_W,opp_L,opp_,opp_W,opp_L,opp_,opp_W,opp_L,opp_,opp_Tm.,opp_Opp.,opp_,opp_MP,opp_FG,opp_FGA,opp_FG%,opp_3P,opp_3PA,opp_3P%,opp_FT,opp_FTA,opp_FT%,opp_ORB,opp_TRB,opp_AST,opp_STL,opp_BLK,opp_TOV,opp_PF,adv_team_Rk,adv_team_G,adv_team_W,adv_team_L,adv_team_W-L%,adv_team_SRS,adv_team_SOS,adv_team_,adv_team_W,adv_team_L,adv_team_,adv_team_W,adv_team_L,adv_team_,adv_team_W,adv_team_L,adv_team_,adv_team_Tm.,adv_team_Opp.,adv_team_,adv_team_Pace,adv_team_ORtg,adv_team_FTr,adv_team_3PAr,adv_team_TS%,adv_team_TRB%,adv_team_AST%,adv_team_STL%,adv_team_BLK%,adv_team_eFG%,adv_team_TOV%,adv_team_ORB%,adv_team_FT/FGA,adv_opp_Rk,adv_opp_G,adv_opp_W,adv_opp_L,adv_opp_W-L%,adv_opp_SRS,adv_opp_SOS,adv_opp_,adv_opp_W,adv_opp_L,adv_opp_,adv_opp_W,adv_opp_L,adv_opp_,adv_opp_W,adv_opp_L,adv_opp_,adv_opp_Tm.,adv_opp_Opp.,adv_opp_,adv_opp_Pace,adv_opp_ORtg,adv_opp_FTr,adv_opp_3PAr,adv_opp_TS%,adv_opp_TRB%,adv_opp_AST%,adv_opp_STL%,adv_opp_BLK%,adv_opp_eFG%,adv_opp_TOV%,adv_opp_ORB%,adv_opp_FT/FGA
31,Brown,27,14,13,.519,-4.92,-4.00,,6,8,,8,6,,6,7,,1950,1933,,1095,723,1613,.448,221,659,.335,283,448,.632,296,979,398,160,142,314,424,31,27,14,13,.519,-4.92,-4.00,,6,8,,8,6,,6,7,,1950,1933,,1095,698,1626,.429,201,611,.329,336,475,.707,300,965,330,185,98,296,387,31,27,14,13,.519,-4.92,-4.00,,6,8,,8,6,,6,7,,1950,1933,,67.4,105.7,.278,.409,.534,50.4,55.0,8.7,14.0,.517,14.7,30.8,.175,31,27,14,13,.519,-4.92,-4.00,,6,8,,8,6,,6,7,,1950,1933,,67.4,104.7,.292,.376,.522,49.6,47.3,10.0,10.3,.491,13.8,30.5,.207
32,Bryant,34,23,11,.676,-1.68,-7.55,,14,2,,12,3,,10,7,,2800,2511,,1365,1028,2234,.460,266,790,.337,478,667,.717,456,1410,509,228,205,408,532,32,34,23,11,.676,-1.68,-7.55,,14,2,,12,3,,10,7,,2800,2511,,1365,905,2178,.416,248,766,.324,453,631,.718,378,1228,388,228,80,413,583,32,34,23,11,.676,-1.68,-7.55,,14,2,,12,3,,10,7,,2800,2511,,73.5,111.7,.299,.354,.549,53.4,49.5,9.1,14.5,.520,13.8,34.9,.214,32,34,23,11,.676,-1.68,-7.55,,14,2,,12,3,,10,7,,2800,2511,,73.5,100.1,.290,.352,.507,46.6,42.9,9.1,5.5,.472,14.3,28.4,.208
33,Bucknell,33,18,15,.545,-5.08,-5.95,,13,5,,12,4,,6,10,,2443,2414,,1380,862,1850,.466,268,759,.353,451,679,.664,281,1117,448,219,106,433,587,33,33,18,15,.545,-5.08,-5.95,,13,5,,12,4,,6,10,,2443,2414,,1380,836,1934,.432,273,786,.347,469,684,.686,325,1125,423,253,102,395,603,33,33,18,15,.545,-5.08,-5.95,,13,5,,12,4,,6,10,,2443,2414,,67.4,105.0,.367,.410,.562,49.8,52.0,9.4,9.2,.538,16.6,26.0,.244,33,33,18,15,.545,-5.08,-5.95,,13,5,,12,4,,6,10,,2443,2414,,67.4,103.8,.354,.406,.534,50.2,50.6,10.9,9.3,.503,14.9,28.0,.243
34,Buffalo,31,9,22,.290,-14.94,-3.70,,4,14,,6,9,,3,13,,2226,2508,,1240,776,1821,.426,243,800,.304,431,616,.700,286,1069,419,209,109,451,517,34,31,9,22,.290,-14.94,-3.70,,4,14,,6,9,,3,13,,2226,2508,,1240,916,1947,.470,259,709,.365,417,578,.721,344,1199,489,271,102,389,534,34,31,9,22,.290,-14.94,-3.70,,4,14,,6,9,,3,13,,2226,2508,,73.3,98.0,.338,.439,.527,47.1,54.0,9.2,8.8,.493,17.6,25.1,.237,34,31,9,22,.290,-14.94,-3.70,,4,14,,6,9,,3,13,,2226,2508,,73.3,110.4,.297,.364,.564,52.9,53.4,11.9,10.0,.537,14.9,30.5,.214
35,Butler,33,14,19,.424,10.32,10.29,,6,14,,9,8,,2,9,,2437,2436,,1325,830,1822,.456,273,745,.366,504,679,.742,283,1155,461,134,93,365,444,35,33,14,19,.424,10.32,10.29,,6,14,,9,8,,2,9,,2437,2436,,1325,930,2129,.437,245,783,.313,329,435,.756,361,1148,454,223,110,256,591,35,33,14,19,.424,10.32,10.29,,6,14,,9,8,,2,9,,2437,2436,,67.3,109.4,.373,.409,.568,50.2,55.5,6.0,6.9,.530,14.5,26.4,.277,35,33,14,19,.424,10.32,10.29,,6,14,,9,8,,2,9,,2437,2436,,67.3,109.3,.204,.368,.521,49.8,48.8,10.0,10.2,.494,9.9,29.3,.155
36,Cal Poly,35,16,19,.457,-1.95,-0.15,,8,12,,9,5,,5,13,,2873,2901,,1420,1011,2187,.462,403,1114,.362,448,585,.766,352,1221,535,275,75,550,630,36,35,16,19,.457,-1.95,-0.15,,8,12,,9,5,,5,13,,2873,2901,,1420,1029,2241,.459,304,895,.340,539,712,.757,420,1323,516,319,107,501,592,36,35,16,19,.457,-1.95,-0.15,,8,12,,9,5,,5,13,,2873,2901,,75.0,107.9,.267,.509,.583,48.0,52.9,10.3,5.6,.554,18.2,28.0,.205,36,35,16,19,.457,-1.95,-0.15,,8,12,,9,5,,5,13,,2873,2901,,75.0,109.0,.318,.399,.562,52.0,50.1,12.0,10.0,.527,16.3,32.6,.241
37,Cal State Bakersfield,33,14,19,.424,-5.42,-1.74,,8,12,,9,6,,4,11,,2434,2430,,1330,851,1944,.438,218,573,.380,514,666,.772,424,1173,334,225,92,416,671,37,33,14,19,.424,-5.42,-1.74,,8,12,,9,6,,4,11,,2434,2430,,1330,798,1750,.456,250,727,.344,584,782,.747,310,1040,418,182,104,431,616,37,33,14,19,.424,-5.42,-1.74,,8,12,,9,6,,4,11,,2434,2430,,67.6,108.3,.343,.295,.538,53.0,39.2,10.0,9.0,.494,15.5,36.7,.264,37,33,14,19,.424,-5.42,-1.74,,8,12,,9,6,,4,11,,2434,2430,,67.6,108.1,.447,.415,.573,47.0,52.4,8.1,7.6,.527,16.9,29.3,.334
38,Cal State Fullerton,32,6,26,.188,-15.46,0.87,,1,19,,4,11,,2,15,,2024,2475,,1280,683,1701,.402,156,575,.271,502,677,.742,303,1064,288,170,62,474,568,38,32,6,26,.188,-15.46,0.87,,1,19,,4,11,,2,15,,2024,2475,,1280,856,1869,.458,296,845,.350,467,627,.745,323,1132,477,268,105,364,605,38,32,6,26,.188,-15.46,0.87,,1,19,,4,11,,2,15,,2024,2475,,68.8,92.0,.398,.338,.500,48.5,42.2,7.7,6.1,.447,19.0,27.2,.295,38,32,6,26,.188,-15.46,0.87,,1,19,,4,11,,2,15,,2024,2475,,68.8,112.5,.335,.452,.571,51.5,55.7,12.2,9.3,.537,14.4,29.8,.250
39,Cal State Northridge,32,22,10,.688,2.66,-3.28,,14,6,,10,3,,10,6,,2580,2319,,1285,924,1974,.468,215,617,.348,517,709,.729,413,1288,530,248,94,441,658,39,32,22,10,.688,2.66,-3.28,,14,6,,10,3,,10,6,,2580,2319,,1285,712,1770,.402,311,890,.349,584,765,.763,269,1009,439,249,100,478,612,39,32,22,10,.688,2.66,-3.28,,14,6,,10,3,,10,6,,2580,2319,,72.9,110.2,.359,.313,.558,56.1,57.4,10.6,10.7,.523,16.0,35.8,.262,39,32,22,10,.688,2.66,-3.28,,14,6,,10,3,,10,6,,2580,2319,,72.9,99.1,.432,.503,.544,43.9,61.7,10.6,7.4,.490,18.3,23.5,.330
40,California,33,14,19,.424,5.85,7.06,,6,14,,11,6,,2,11,,2494,2534,,1360,838,2002,.419,238,756,.315,580,778,.746,443,1238,345,208,122,383,544,40,33,14,19,.424,5.85,7.06,,6,14,,11,6,,2,11,,2494,2534,,1360,911,1945,.468,240,638,.376,472,637,.741,322,1154,390,221,129,375,635,40,33,14,19,.424,5.85,7.06,,6,14,,11,6,,2,11,,2494,2534,,67.8,108.1,.389,.378,.526,51.8,41.2,9.0,9.3,.478,13.9,34.7,.290,40,33,14,19,.424,5.85,7.06,,6,14,,11,6,,2,11,,2494,2534,,67.8,109.9,.328,.328,.564,48.2,42.8,9.6,10.4,.530,14.3,28.8,.243
41,California Baptist,32,17,15,.531,-0.72,-1.94,,9,7,,11,5,,4,8,,2280,2241,,1295,818,1915,.427,213,671,.317,431,569,.757,384,1152,373,212,86,386,551,41,32,17,15,.531,-0.72,-1.94,,9,7,,11,5,,4,8,,2280,2241,,1295,818,1820,.449,189,570,.332,416,608,.684,323,1092,324,204,113,395,531,41,32,17,15,.531,-0.72,-1.94,,9,7,,11,5,,4,8,,2280,2241,,67.5,104.4,.297,.350,.522,51.3,45.6,9.7,6.9,.483,15.0,33.3,.225,41,32,17,15,.531,-0.72,-1.94,,9,7,,11,5,,4,8,,2280,2241,,67.5,102.6,.334,.313,.531,48.7,39.6,9.3,9.1,.501,15.8,29.6,.229
42,Campbell,32,15,17,.469,-5.18,-4.74,,10,8,,8,6,,7,10,,2246,2169,,1285,792,1804,.439,240,745,.322,422,547,.771,264,1016,430,220,98,335,516,42,32,15,17,.469,-5.18,-4.74,,10,8,,8,6,,7,10,,2246,2169,,1285,803,1758,.457,199,648,.307,364,533,.683,291,1101,423,198,103,420,527,42,32,15,17,.469,-5.18,-4.74,,10,8,,8,6,,7,10,,2246,2169,,66.5,105.1,.303,.413,.544,48.0,54.3,10.3,8.8,.506,14.0,24.6,.234,42,32,15,17,.469,-5.18,-4.74,,10,8,,8,6,,7,10,,2246,2169,,66.5,101.5,.303,.369,.539,52.0,52.7,9.3,9.7,.513,17.3,27.9,.207
43,Canisius,31,3,28,.097,-19.00,-5.16,,3,17,,1,12,,2,15,,2008,2437,,1240,729,1673,.436,254,692,.367,296,390,.759,180,802,348,191,75,380,495,43,31,3,28,.097,-19.00,-5.16,,3,17,,1,12,,2,15,,2008,2437,,1240,876,1770,.495,262,724,.362,423,556,.761,325,1127,517,191,97,337,389,43,31,3,28,.097,-19.00,-5.16,,3,17,,1,12,,2,15,,2008,2437,,66.2,97.8,.233,.414,.540,41.6,47.7,9.3,7.2,.512,17.0,18.3,.177,43,31,3,28,.097,-19.00,-5.16,,3,17,,1,12,,2,15,,2008,2437,,66.2,118.8,.314,.409,.599,58.4,59.0,9.3,9.9,.569,14.2,34.3,.239
44,Central Arkansas,33,9,24,.273,-14.66,-3.79,,4,14,,7,7,,1,17,,2318,2578,,1350,817,1995,.410,283,962,.294,401,558,.719,368,1180,453,242,78,408,448,44,33,9,24,.273,-14.66,-3.79,,4,14,,7,7,,1,17,,2318,2578,,1350,928,2021,.459,404,1052,.384,318,440,.723,330,1215,564,253,122,386,490,44,33,9,24,.273,-14.66,-3.79,,4,14,,7,7,,1,17,,2318,2578,,67.9,101.1,.280,.482,.513,49.3,55.4,10.6,8.0,.480,15.3,29.4,.201,44,33,9,24,.273,-14.66,-3.79,,4,14,,7,7,,1,17,,2318,2578,,67.9,112.4,.218,.521,.578,50.7,60.8,11.0,11.8,.559,14.8,28.9,.157
45,Central Connecticut State,32,25,7,.781,-4.16,-10.90,,14,2,,13,3,,12,3,,2312,2012,,1285,870,1827,.476,226,654,.346,346,466,.742,273,1137,456,242,134,361,360,45,32,25,7,.781,-4.16,-10.90,,14,2,,13,3,,12,3,,2312,2012,,1285,770,1871,.412,239,775,.308,233,344,.677,290,1027,397,198,69,393,422,45,32,25,7,.781,-4.16,-10.90,,14,2,,13,3,,12,3,,2312,2012,,66.5,108.2,.255,.358,.564,52.5,52.4,11.3,12.2,.538,15.0,27.0,.189,45,32,25,7,.781,-4.16,-10.90,,14,2,,13,3,,12,3,,2312,2012,,66.5,94.2,.184,.414,.494,47.5,51.6,9.3,5.9,.475,16.2,25.1,.125
46,Central Michigan,31,14,17,.452,-4.35,-2.65,,7,11,,8,6,,6,10,,2341,2237,,1250,835,1807,.462,198,610,.325,473,655,.722,331,1120,420,228,90,380,512,46,31,14,17,.452,-4.35,-2.65,,7,11,,8,6,,6,10,,2341,2237,,1250,792,1821,.435,267,792,.337,386,551,.701,307,1007,424,199,99,406,565,46,31,14,17,.452,-4.35,-2.65,,7,11,,8,6,,6,10,,2341,2237,,69.6,107.7,.362,.338,.553,52.7,50.3,10.5,8.7,.517,15.2,32.1,.262,46,31,14,17,.452,-4.35,-2.65,,7,11,,8,6,,6,10,,2341,2237,,69.6,102.9,.303,.435,.537,47.3,53.5,9.2,8.3,.508,16.3,28.0,.212
47,Charleston Southern,32,10,22,.313,-10.82,-2.15,,6,10,,7,5,,3,14,,2307,2503,,1295,769,1808,.425,233,767,.304,536,810,.662,376,1187,367,151,88,433,558,47,32,10,22,.313,-10.82,-2.15,,6,10,,7,5,,3,14,,2307,2503,,1295,940,1955,.481,189,567,.333,434,622,.698,302,1100,395,234,109,310,635,47,32,10,22,.313,-10.82,-2.15,,6,10,,7,5,,3,14,,2307,2503,,69.6,102.3,.448,.424,.526,51.9,47.7,6.7,6.3,.490,16.5,32.0,.296,47,32,10,22,.313,-10.82,-2.15,,6,10,,7,5,,3,14,,2307,2503,,69.6,111.0,.318,.290,.556,48.1,42.0,10.4,10.5,.529,12.1,27.1,.222
48,Charlotte,33,11,22,.333,-5.11,-0.30,,3,15,,8,8,,1,12,,2328,2460,,1345,761,1808,.421,231,745,.310,575,768,.749,291,1036,405,168,72,329,573,48,33,11,22,.333,-5.11,-0.30,,3,15,,8,8,,1,12,,2328,2460,,1345,890,1848,.482,211,637,.331,469,685,.685,302,1143,409,180,116,319,628,48,33,11,22,.333,-5.11,-0.30,,3,15,,8,8,,1,12,,2328,2460,,65.4,105.8,.425,.412,.536,47.5,53.2,7.6,5.9,.485,13.2,25.7,.318,48,33,11,22,.333,-5.11,-0.30,,3,15,,8,8,,1,12,,2328,2460,,65.4,111.8,.371,.345,.566,52.5,46.0,8.2,10.9,.539,12.8,28.8,.254
49,Chattanooga,33,24,9,.727,0.98,-4.18,,15,3,,13,3,,10,5,,2602,2375,,1335,919,1913,.480,319,876,.364,445,580,.767,272,1095,556,225,98,340,530,49,33,24,9,.727,0.98,-4.18,,15,3,,13,3,,10,5,,2602,2375,,1335,829,1915,.433,272,783,.347,445,636,.700,331,1092,407,197,90,365,530,49,33,24,9,.727,0.98,-4.18,,15,3,,13,3,,10,5,,2602,2375,,67.5,115.4,.303,.458,.594,50.1,60.5,10.0,8.7,.564,13.4,26.3,.233,49,33,24,9,.727,0.98,-4.18,,15,3,,13,3,,10,5,,2602,2375,,67.5,105.4,.332,.409,.536,49.9,49.1,8.7,8.7,.504,14.1,28.7,.232
50,Chicago State,32,4,28,.125,-20.79,-4.64,,4,12,,3,7,,1,19,,2001,2518,,1290,709,1858,.382,232,759,.306,351,498,.705,273,981,344,235,114,412,607,50,32,4,28,.125,-20.79,-4.64,,4,12,,3,7,,1,19,,2001,2518,,1290,883,1846,.478,260,727,.358,492,682,.721,359,1295,508,220,98,404,461,50,32,4,28,.125,-20.79,-4.64,,4,12,,3,7,,1,19,,2001,2518,,69.0,90.0,.268,.409,.478,43.1,48.5,10.6,10.2,.444,16.4,22.6,.189,50,32,4,28,.125,-20.79,-4.64,,4,12,,3,7,,1,19,,2001,2518,,69.0,113.2,.369,.394,.580,56.9,57.5,9.9,8.9,.549,15.7,33.6,.267
51,Cincinnati,33,18,15,.545,14.58,9.76,,7,13,,12,5,,4,9,,2328,2169,,1320,888,1983,.448,242,756,.320,310,464,.668,371,1138,452,242,145,338,459,51,33,18,15,.545,14.58,9.76,,7,13,,12,5,,4,9,,2328,2169,,1320,806,1877,.429,213,641,.332,344,456,.754,330,1108,400,195,97,430,469,51,33,18,15,.545,14.58,9.76,,7,13,,12,5,,4,9,,2328,2169,,66.1,106.7,.234,.381,.528,50.7,50.9,11.1,11.7,.509,13.3,32.3,.156,51,33,18,15,.545,14.58,9.76,,7,13,,12,5,,4,9,,2328,2169,,66.1,99.4,.243,.342,.518,49.3,49.6,8.9,7.9,.486,17.0,30.1,.183
52,Clemson,33,27,6,.818,18.50,7.84,,18,2,,15,2,,9,3,,2519,2167,,1350,909,1955,.465,279,751,.372,422,551,.766,370,1166,475,247,119,345,502,52,33,27,6,.818,18.50,7.84,,18,2,,15,2,,9,3,,2519,2167,,1350,792,1853,.427,228,709,.322,355,511,.695,340,1067,346,203,97,441,534,52,33,27,6,.818,18.50,7.84,,18,2,,15,2,,9,3,,2519,2167,,65.0,114.8,.282,.384,.568,52.2,52.3,11.3,10.4,.536,13.5,33.7,.216,52,33,27,6,.818,18.50,7.84,,18,2,,15,2,,9,3,,2519,2167,,65.0,98.8,.276,.383,.517,47.8,43.7,9.3,8.1,.489,17.4,29.9,.192
53,Cleveland State,33,21,12,.636,-1.88,-4.04,,14,6,,14,4,,7,7,,2403,2178,,1325,880,1954,.450,214,641,.334,429,593,.723,401,1131,459,288,156,389,590,53,33,21,12,.636,-1.88,-4.04,,14,6,,14,4,,7,7,,2403,2178,,1325,741,1747,.424,239,697,.343,457,654,.699,362,1094,414,214,123,509,529,53,33,21,12,.636,-1.88,-4.04,,14,6,,14,4,,7,7,,2403,2178,,66.8,108.5,.303,.328,.537,50.8,52.2,13.0,14.9,.505,14.8,35.4,.220,53,33,21,12,.636,-1.88,-4.04,,14,6,,14,4,,7,7,,2403,2178,,66.8,98.4,.374,.399,.529,49.2,55.9,9.7,9.4,.493,19.8,33.2,.262
54,Coastal Carolina,32,10,22,.313,-12.04,-5.84,,3,15,,6,8,,3,13,,2136,2275,,1285,740,1728,.428,239,689,.347,417,594,.702,321,1171,367,105,53,382,566,54,32,10,22,.313,-12.04,-5.84,,3,15,,6,8,,3,13,,2136,2275,,1285,783,1855,.422,213,675,.316,496,677,.733,331,1102,334,219,111,224,553,54,32,10,22,.313,-12.04,-5.84,,3,15,,6,8,,3,13,,2136,2275,,64.4,103.2,.344,.399,.531,51.5,49.6,5.1,4.5,.497,16.0,29.4,.241,54,32,10,22,.313,-12.04,-5.84,,3,15,,6,8,,3,13,,2136,2275,,64.4,109.9,.365,.364,.523,48.5,42.7,10.6,10.7,.480,9.3,28.0,.267
55,Colgate,33,14,19,.424,-7.47,-6.16,,10,8,,10,4,,4,13,,2379,2388,,1330,888,1897,.468,287,806,.356,316,433,.730,256,1067,467,211,80,372,492,55,33,14,19,.424,-7.47,-6.16,,10,8,,10,4,,4,13,,2379,2388,,1330,876,1920,.456,283,758,.373,353,499,.707,290,1101,468,221,99,364,442,55,33,14,19,.424,-7.47,-6.16,,10,8,,10,4,,4,13,,2379,2388,,66.9,106.9,.228,.425,.566,49.2,52.6,9.5,6.9,.544,15.0,24.0,.167,55,33,14,19,.424,-7.47,-6.16,,10,8,,10,4,,4,13,,2379,2388,,66.9,107.3,.260,.395,.554,50.8,53.4,9.9,9.1,.530,14.4,26.3,.184
56,College of Charleston,33,24,9,.727,-0.32,-3.11,,13,5,,13,2,,7,5,,2549,2437,,1340,892,1962,.455,276,782,.353,489,683,.716,307,1189,525,214,76,377,513,56,33,24,9,.727,-0.32,-3.11,,13,5,,13,2,,7,5,,2549,2437,,1340,895,2050,.437,264,821,.322,383,536,.715,338,1183,481,221,118,384,561,56,33,24,9,.727,-0.32,-3.11,,13,5,,13,2,,7,5,,2549,2437,,70.3,108.3,.348,.399,.557,50.1,58.9,9.1,6.2,.525,14.2,26.6,.249,56,33,24,9,.727,-0.32,-3.11,,13,5,,13,2,,7,5,,2549,2437,,70.3,103.5,.261,.400,.529,49.9,53.7,9.4,10.0,.501,14.3,27.7,.187
57,Colorado,34,14,20,.412,10.52,12.07,,3,17,,11,7,,0,10,,2377,2430,,1370,824,1849,.446,222,689,.322,507,672,.754,319,1190,481,240,133,491,570,57,34,14,20,.412,10.52,12.07,,3,17,,11,7,,0,10,,2377,2430,,1370,843,1966,.429,262,769,.341,482,684,.705,343,1127,428,289,116,382,628,57,34,14,20,.412,10.52,12.07,,3,17,,11,7,,0,10,,2377,2430,,68.2,101.8,.363,.373,.548,51.4,58.4,10.3,11.1,.506,18.5,28.9,.274,57,34,14,20,.412,10.52,12.07,,3,17,,11,7,,0,10,,2377,2430,,68.2,104.1,.348,.391,.530,48.6,50.8,12.4,10.0,.495,14.3,28.3,.245
58,Colorado State,34,25,9,.735,13.90,5.75,,16,4,,14,2,,7,4,,2558,2281,,1375,900,1877,.479,294,804,.366,462,596,.775,276,1184,565,174,94,396,593,58,34,25,9,.735,13.90,5.75,,16,4,,14,2,,7,4,,2558,2281,,1375,803,1904,.422,239,722,.331,436,640,.681,308,1077,379,208,87,381,595,58,34,25,9,.735,13.90,5.75,,16,4,,14,2,,7,4,,2558,2281,,66.3,112.2,.318,.428,.592,52.4,62.8,7.6,8.0,.558,15.5,26.4,.246,58,34,25,9,.735,13.90,5.75,,16,4,,14,2,,7,4,,2558,2281,,66.3,100.0,.336,.379,.517,47.6,47.2,9.1,8.1,.485,14.7,25.3,.229
59,Columbia,27,12,15,.444,-8.94,-5.46,,1,13,,9,6,,3,9,,2117,2109,,1080,771,1655,.466,222,659,.337,353,480,.735,259,940,470,210,57,295,415,59,27,12,15,.444,-8.94,-5.46,,1,13,,9,6,,3,9,,2117,2109,,1080,774,1655,.468,264,693,.381,297,405,.733,245,929,493,167,100,324,431,59,27,12,15,.444,-8.94,-5.46,,1,13,,9,6,,3,9,,2117,2109,,71.2,110.1,.290,.398,.562,50.3,61.0,10.9,5.9,.533,13.5,27.5,.213,59,27,12,15,.444,-8.94,-5.46,,1,13,,9,6,,3,9,,2117,2109,,71.2,109.7,.245,.419,.571,49.7,63.7,8.7,10.0,.547,14.9,26.5,.179
60,Connecticut,33,23,10,.697,17.83,8.47,,14,6,,14,2,,7,4,,2554,2245,,1340,906,1888,.480,285,804,.354,457,578,.791,365,1175,580,175,210,370,593,60,33,23,10,.697,17.83,8.47,,14,6,,14,2,,7,4,,2554,2245,,1340,755,1786,.423,214,610,.351,521,714,.730,306,967,334,186,96,335,528,60,33,23,10,.697,17.83,8.47,,14,6,,14,2,,7,4,,2554,2245,,64.5,118.2,.306,.426,.591,54.9,64.0,8.1,17.9,.555,14.6,35.6,.242,60,33,23,10,.697,17.83,8.47,,14,6,,14,2,,7,4,,2554,2245,,64.5,103.9,.400,.342,.528,45.1,44.2,8.6,8.9,.483,13.6,27.4,.292
61,Coppin State,30,6,24,.200,-20.99,-5.44,,4,10,,5,6,,1,17,,1867,2292,,1205,653,1644,.397,155,528,.294,406,596,.681,290,919,336,244,57,447,520,61,30,6,24,.200,-20.99,-5.44,,4,10,,5,6,,1,17,,1867,2292,,1205,808,1670,.484,232,644,.360,444,620,.716,312,1114,462,240,142,434,497,61,30,6,24,.200,-20.99,-5.44,,4,10,,5,6,,1,17,,1867,2292,,69.2,89.5,.363,.321,.484,45.2,51.5,11.7,5.6,.444,18.8,26.6,.247,61,30,6,24,.200,-20.99,-5.44,,4,10,,5,6,,1,17,,1867,2292,,69.2,109.9,.371,.386,.583,54.8,57.2,11.5,12.7,.553,18.1,33.2,.266
62,Cornell,29,18,11,.621,1.13,-3.54,,9,5,,9,5,,8,5,,2467,2248,,1160,886,1770,.501,325,865,.376,370,490,.755,258,1015,554,183,94,347,473,62,29,18,11,.621,1.13,-3.54,,9,5,,9,5,,8,5,,2467,2248,,1160,813,1812,.449,240,705,.340,382,551,.693,306,986,436,193,58,329,475,62,29,18,11,.621,1.13,-3.54,,9,5,,9,5,,8,5,,2467,2248,,72.2,117.8,.277,.489,.616,50.7,62.5,8.7,8.5,.592,14.8,27.5,.209,62,29,18,11,.621,1.13,-3.54,,9,5,,9,5,,8,5,,2467,2248,,72.2,107.3,.304,.389,.542,49.3,53.6,9.2,6.4,.515,13.7,28.8,.211
63,Creighton,34,24,10,.706,16.35,10.64,,15,5,,15,2,,6,5,,2558,2364,,1370,917,1932,.475,321,947,.339,403,550,.733,293,1282,581,126,155,419,372,63,34,24,10,.706,16.35,10.64,,15,5,,15,2,,6,5,,2558,2364,,1370,919,2230,.412,257,786,.327,269,377,.714,370,1165,398,274,107,272,538,63,34,24,10,.706,16.35,10.64,,15,5,,15,2,,6,5,,2558,2364,,67.6,110.5,.285,.490,.583,52.4,63.4,5.4,10.7,.558,16.0,26.9,.209,63,34,24,10,.706,16.35,10.64,,15,5,,15,2,,6,5,,2558,2364,,67.6,102.1,.169,.352,.491,47.6,43.3,11.8,10.9,.470,10.1,27.2,.121
64,Dartmouth,28,14,14,.500,-4.48,-5.17,,8,6,,9,4,,5,9,,2166,2013,,1125,748,1710,.437,284,806,.352,386,520,.742,250,1062,441,144,86,322,417,64,28,14,14,.500,-4.48,-5.17,,8,6,,9,4,,5,9,,2166,2013,,1125,766,1785,.429,200,676,.296,281,410,.685,257,1020,388,193,80,292,483,64,28,14,14,.500,-4.48,-5.17,,8,6,,9,4,,5,9,,2166,2013,,71.9,107.1,.304,.471,.553,51.0,59.0,7.1,7.8,.520,14.1,24.7,.226,64,28,14,14,.500,-4.48,-5.17,,8,6,,9,4,,5,9,,2166,2013,,71.9,99.6,.230,.379,.508,49.0,50.7,9.5,8.8,.485,12.9,24.0,.157
65,Davidson,33,17,16,.515,1.53,0.97,,6,12,,11,6,,4,7,,2393,2334,,1320,859,1891,.454,266,786,.338,409,548,.746,267,1095,491,188,83,318,488,65,33,17,16,.515,1.53,0.97,,6,12,,11,6,,4,7,,2393,2334,,1320,849,1890,.449,270,764,.353,366,525,.697,297,1117,419,189,95,348,523,65,33,17,16,.515,1.53,0.97,,6,12,,11,6,,4,7,,2393,2334,,66.6,109.0,.290,.416,.556,49.5,57.2,8.6,7.4,.525,12.9,24.6,.216,65,33,17,16,.515,1.53,0.97,,6,12,,11,6,,4,7,,2393,2334,,66.6,106.3,.278,.404,.545,50.5,49.4,8.6,8.6,.521,14.0,26.4,.194
66,Dayton,32,22,10,.688,9.27,4.66,,12,6,,16,2,,5,4,,2406,2242,,1300,819,1795,.456,258,726,.355,510,684,.746,313,1101,487,227,111,335,500,66,32,22,10,.688,9.27,4.66,,12,6,,16,2,,5,4,,2406,2242,,1300,791,1831,.432,252,782,.322,408,548,.745,320,1057,397,199,111,381,582,66,32,22,10,.688,9.27,4.66,,12,6,,16,2,,5,4,,2406,2242,,66.1,112.1,.381,.404,.567,51.0,59.5,10.6,10.6,.528,13.6,29.8,.284,66,32,22,10,.688,9.27,4.66,,12,6,,16,2,,5,4,,2406,2242,,66.1,104.4,.299,.427,.536,49.0,50.2,9.3,10.4,.501,15.4,28.9,.223
